Symbol,DIS,ALLE,TGT,CMCSA,GD,TAP,MYL,T,NLSN,HST,HSIC,EXPE,NWS,NWSA,CAH,HAS,ROST,HCA,HII,BIIB,TJX,TSCO,ALL,DVA,DISCA,AAP,DISCK,WY,WU,KMX,WBA,GILD,ADM,CVS,BA,AIG,JCI,DLTR,IFF,LUV,UHS,DISH,MPC,HFC,MRO,EOG,OXY,NBL,OKE,CXO,COP,HP,DVN,NOV,HES,CVX,BKR,APA,FTI,SLB,PSX,FANG,PXD,VLO,XOM,WMB,HAL,NWL,IVZ,LB,MOS,GPS,ALK,SCHW,CF,CMA,HBAN,JWN,KSS,FRC,HBI,KHC,DD,LNC,KEY,DFS,MET,FITB,TFC,WFC,UNM,ZION,USB,COF,BAC,MTB,MS,PBCT,NTRS,RJF,PFG,RF,C,STT,JPM,GS,BK,BEN,PRU,PNC,ETFC,CFG,EMR,EMN,GLW,ETN,FBHS,DOV,HOG,HON,GM,IPGP,HPE,INTC,FFIV,FAST,FDX,FCX,IBM,EXPD,FLS,ITW,PNR,PH,PPG,RHI,ROK,APTV,APH,RTX,SIVB,SNA,SWK,AMP,AME,TEL,TROW,TXT,UPS,URI,VFC,XYL,BLK,PCAR,FTV,MAR,LYB,BWA,MAS,MMM,CMI,LKQ,CE,LEG,CCL,NUE,CAT,NTAP,GOOGL,UNP,GL,L,UAA,WAT,KSU,GOOG,UA,OMC,LOW,LRCX,SYF,IEX,MTD,NSC,KEYS,HD,PKI,HLT,GPC,KLAC,A,CBRE,AXP,EBAY,AAPL,CSX,AMZN,BKNG,ADI,PVH,PRGO,BBY,PKG,ORCL,ODFL,NVDA,NCLH,PWR,MXIM,MU,MHK,MGM,MCHP,LVS,CSCO,DAL,DE,JNPR,CHRW,AVY,QRVO,JBHT,ZBRA,AAL,XRX,XLNX,WYNN,WRK,WHR,WDC,WAB,ADS,UAL,TXN,ALB,TPR,TIF,AMAT,SWKS,STX,ANET,AOS,RL,AVGO,RCL,QCOM,J,GE,IPG,F,IP,HPQ,GWW,FMC,FLIR,IR,DXC,AMCR,CME,NEM,LW,HSY,EIX,DHI,HRL,DXCM,CBOE,ATO,NI,SRE,ED,ETR,EXC,DTE,PEG,AEP,AEE,DUK,PNW,D,FE,VTR,ES,NEE,PEAK,EVRG,CMS,AWK,PSA,WEC,XEL,O,WELL,AMT,LNT,SO,EXR,TWTR,CTXS,CTSH,BDX,AMD,ABBV,ILMN,TMO,NFLX,GRMN,CPRT,BAX,VAR,FB,LIN,ISRG,AZO,LH,PFE,IQV,ZBH,COO,ABT,CDNS,SHW,FLT,APD,ROP,CDW,EFX,PYPL,PAYX,BR,ECL,JKHY,IT,WLTW,AON,VRSN,SNPS,ADP,V,ADBE,MA,ADSK,ACN,AFL,MCO,LDOS,INTU,ANSS,AJG,CTAS,HIG,GPN,SPGI,NKE,TDG,MSCI,MSFT,MMC,INFO,EQR,FRT,REG,UDR,AIV,AVB,ARE,ESS,DRE,PLD,KIM,MAA,DLR,PHM,CNP,AES,GIS,CLX,CPB,CAG,VZ,SJM,LEN,BMY,NRG,DG,K,CMG,PPL,NVR,MLM,SBAC,CCI,MKTX,TSN,EQIX,CHD,MKC,TTWO,MCD,VMC,LHX,ICE,KO,KMB,WRB,BLL,RSG,MDT,FIS,FISV,EW,TFX,DHR,MRK,SYK,ZTS,HOLX,IDXX,BSX,RMD,STE,NOW,PAYC,PG,MDLZ,PGR,TRV,PEP,AIZ,WM,LMT,NOC,NDAQ,MSI,RE,CL,CINF,VRSK,CB,COTY,DRI,COG,IRM,CTL,HRB,SEE,MO,EA,DPZ,PM,KR,INCY,HUM,REGN,AMGN,VRTX,ALXN,ABMD,ALGN,CNC,XRAY,ANTM,ABC,UNH,MCK,CI,YUM,ORLY,JNJ,DGX,WMT,STZ,BXP,CHTR,SYY,SPG,MNST,TMUS,AKAM,SLG,CERN,KMI,SBUX,ULTA,ROL,LYV,EL,CRM,ATVI,VNO,LLY,FTNT,COST,Cluster
EMR,50,96,58,48,70,70,58,58,40,74,54,34,68,70,36,58,44,90,80,86,54,50,42,84,50,70,64,46,52,44,68,60,68,56,64,26,62,58,84,50,66,44,84,82,88,82,58,102,88,86,72,92,106,92,68,82,76,92,90,110,62,68,104,86,116,64,114,50,72,52,84,50,68,90,64,96,84,66,78,78,76,46,80,110,84,104,98,90,66,94,100,82,98,104,114,92,128,82,110,100,102,78,118,104,110,118,88,106,116,98,106,110,0,134,120,158,104,134,108,118,112,120,116,136,106,116,114,132,100,112,148,150,118,162,116,102,138,106,132,108,106,130,118,110,136,108,106,114,110,142,114,100,136,128,124,104,102,128,100,130,126,114,120,108,104,118,158,110,82,96,82,88,82,96,86,80,74,82,80,96,86,96,80,96,90,92,96,92,102,100,82,80,74,84,102,98,74,94,84,110,74,92,76,98,100,112,88,82,98,100,78,98,90,102,104,74,106,78,70,98,94,74,90,78,98,94,98,76,78,96,98,78,82,90,96,92,88,96,106,84,82,106,102,96,92,86,114,106,86,76,80,112,114,94,86,88,80,-24,-14,-22,-8,-42,-12,-6,-14,-24,-36,-36,-38,-20,-36,-44,-42,-44,-24,-36,-40,-34,-26,6,-28,-38,-38,-44,-40,-64,-64,-72,-88,-54,-60,-32,-44,-36,-68,-54,-58,54,76,60,58,82,66,70,62,74,88,62,54,82,48,74,50,64,60,60,50,56,38,42,46,86,36,62,88,72,40,58,42,28,50,38,90,34,42,64,34,48,68,62,56,76,70,40,72,42,44,58,28,52,44,44,56,76,70,76,84,68,64,-26,14,6,-28,-14,-14,14,-28,-8,28,0,-18,0,34,10,38,-22,12,2,28,10,2,24,18,18,2,2,14,10,10,12,-16,-30,8,20,-4,-26,-14,-4,4,12,-6,8,-6,-12,-2,18,0,24,24,14,32,0,48,24,14,50,26,40,26,-8,22,32,12,14,2,26,14,10,18,20,30,32,30,32,28,4,4,20,6,48,32,0,36,20,14,32,18,32,44,20,20,20,46,58,54,50,62,46,64,40,28,36,20,32,22,52,18,16,36,38,8,48,48,22,32,34,48,38,34,38,38,46,8,12,42,42,46,28,42,42,48,44,16,7
EMN,54,74,40,38,56,62,58,50,62,62,52,46,80,90,40,40,40,66,66,56,48,50,42,80,38,74,50,90,42,54,62,48,68,36,70,38,46,42,60,48,56,40,84,84,72,76,62,70,64,64,64,62,86,62,52,54,48,76,82,104,66,46,70,80,82,30,104,58,80,64,112,64,84,76,70,100,74,66,76,70,96,60,106,114,84,108,94,96,90,92,78,94,92,98,104,72,120,104,100,94,120,90,108,106,100,118,100,100,96,88,88,90,134,0,128,120,100,120,112,90,150,132,120,118,134,84,108,142,112,114,118,122,108,136,108,94,128,132,108,86,112,114,114,86,94,114,80,118,112,142,96,96,124,116,112,84,148,154,90,130,124,92,120,134,86,126,142,94,76,88,72,76,62,56,86,72,52,74,70,80,70,68,64,76,64,86,64,54,94,90,60,70,52,64,80,90,64,68,70,126,66,82,78,62,94,108,72,84,98,102,94,86,84,120,80,96,100,92,84,84,84,102,78,94,94,84,132,100,80,114,86,88,114,78,114,98,74,84,106,106,70,120,104,104,76,78,84,72,80,76,100,90,94,94,86,66,78,-14,-20,-20,-18,-68,4,-12,-24,-26,-50,-12,-22,0,-30,-20,-26,-28,6,-34,-30,-16,-14,-12,-2,-24,-50,-50,-32,-46,-64,-80,-86,-54,-46,-44,-56,-72,-66,-46,-50,14,68,44,44,72,52,48,44,46,56,42,38,60,28,74,60,58,50,54,36,38,38,36,32,66,36,46,52,66,44,46,-2,20,38,24,68,26,28,36,12,44,38,34,16,46,42,28,48,4,18,26,28,40,22,30,24,62,44,22,56,38,18,-32,12,20,-28,-20,-22,8,-32,8,14,4,-18,8,16,34,18,-18,10,0,24,14,-6,26,22,32,8,12,-24,22,-10,16,-52,-52,-16,6,-8,-22,-30,-16,18,24,-18,-22,-10,-24,-6,-10,-34,24,16,4,20,-4,26,8,22,24,20,30,6,-4,18,-14,-22,10,4,26,32,-18,34,-12,16,22,24,-2,12,2,24,-16,6,40,16,20,46,40,28,14,4,26,10,28,36,-6,24,38,34,20,48,34,18,20,40,24,-10,4,0,44,-8,22,16,36,36,28,48,10,28,34,14,20,26,40,-2,14,-6,16,42,24,30,8,24,40,10,48,14,6
GLW,42,62,64,52,46,58,68,48,70,54,38,66,92,98,40,68,54,76,64,76,50,54,64,68,70,60,68,66,56,36,56,78,72,40,68,48,36,46,52,58,74,48,72,82,48,62,64,66,66,60,54,66,74,74,42,76,66,70,80,88,62,38,66,62,88,48,88,54,82,68,72,68,58,74,32,78,72,74,78,74,94,42,90,110,64,104,110,94,70,98,98,108,80,102,94,86,102,90,88,92,114,82,112,104,86,106,74,92,106,64,74,86,120,128,0,118,88,122,94,86,106,118,102,126,124,102,112,96,112,102,102,128,108,118,82,116,114,108,136,86,100,90,134,80,94,130,74,102,96,106,106,98,110,90,110,80,106,112,114,108,122,84,104,116,104,88,136,74,82,82,70,84,78,78,90,78,72,98,76,74,68,90,70,78,84,86,96,94,90,84,82,74,78,80,86,78,72,90,92,98,56,88,64,72,100,98,84,98,106,80,76,80,94,94,94,60,102,96,72,78,82,68,76,92,88,84,100,70,102,112,84,88,94,106,98,90,80,80,114,82,94,88,88,80,84,80,96,64,86,52,86,78,110,54,84,78,90,-20,-16,-22,-24,-44,2,-2,-20,-12,-52,-2,-8,10,-10,-20,-12,-2,18,-12,-24,-8,-12,2,6,-20,-18,-30,-30,-50,-42,-42,-58,-24,-30,-32,-34,-50,-48,-26,-42,36,74,58,52,44,66,66,62,66,62,40,46,70,36,56,62,58,52,56,54,32,52,48,62,70,68,44,64,64,62,72,30,18,68,22,90,50,18,80,34,54,62,30,48,44,68,48,76,26,32,48,38,56,42,48,48,82,46,58,74,52,40,-10,24,12,-12,6,6,14,-2,6,28,4,-12,18,6,32,36,-14,10,8,2,18,-6,18,36,30,22,10,-22,24,-10,10,-30,-22,2,-6,8,-20,-16,-12,18,0,10,-14,-34,-10,8,8,0,32,34,20,28,12,34,30,30,34,20,28,2,-14,30,8,-8,10,10,56,28,-10,38,8,20,36,18,40,22,4,32,24,20,38,20,34,46,20,34,32,32,-2,22,46,20,28,22,48,56,30,70,48,26,22,20,52,6,22,30,36,30,20,28,32,44,32,42,14,24,28,30,38,26,32,32,32,12,30,16,42,34,24,40,50,34,50,48,12
ETN,52,74,54,60,82,66,92,60,52,76,64,38,74,86,32,84,50,84,76,70,52,50,52,76,46,50,64,58,56,36,68,64,60,54,56,42,88,42,66,48,56,60,70,70,82,86,62,116,96,88,78,106,96,96,66,96,78,100,92,90,70,70,106,84,114,70,104,60,76,40,104,44,70,86,78,96,74,72,78,76,78,60,80,120,72,120,114,90,78,90,96,96,96,104,110,84,126,84,86,108,118,74,108,96,94,108,78,106,102,96,102,106,158,120,118,0,98,142,122,130,120,114,96,136,116,126,118,114,98,128,148,146,124,154,116,104,142,118,128,114,112,132,122,110,130,128,98,112,104,132,108,110,118,130,134,112,104,124,108,140,140,112,124,134,116,124,150,92,68,96,92,88,80,86,104,64,68,92,86,92,84,112,94,106,88,102,102,100,98,104,92,114,90,78,106,116,86,98,88,102,82,72,88,88,110,130,104,86,112,102,78,92,92,112,90,92,120,82,82,120,92,82,102,78,100,104,88,110,76,106,90,92,84,100,100,104,96,104,102,80,82,126,94,90,96,104,118,88,78,90,86,92,114,78,78,100,78,-20,-12,-18,-14,-44,8,4,-12,-2,-24,-8,-16,2,-2,-22,-30,-16,2,-40,-22,-14,-12,10,-8,-14,-32,-34,-28,-38,-50,-56,-68,-36,-42,-28,-14,-16,-38,-38,-24,64,64,60,68,78,58,52,72,70,80,54,54,72,50,74,50,86,58,58,56,54,56,54,58,100,34,72,88,76,66,56,38,44,78,36,84,38,50,76,44,52,68,56,62,70,88,36,80,48,50,52,34,60,46,62,54,56,68,72,86,56,60,-6,14,28,-12,8,4,34,-2,8,34,8,-4,22,30,16,36,-12,34,-8,24,14,8,24,24,24,4,10,12,18,22,28,-8,-12,22,34,4,-12,-12,2,18,22,20,0,10,6,4,26,10,32,36,26,52,14,48,48,38,56,48,38,36,10,18,22,14,38,16,36,26,30,36,32,18,34,30,22,28,24,22,30,28,44,34,28,26,6,46,48,22,20,44,34,20,18,44,50,46,44,56,54,44,40,26,48,22,36,26,42,38,30,34,36,32,56,72,42,42,40,42,66,32,66,42,58,32,32,64,56,42,46,26,66,54,34,42,18
FBHS,66,104,32,48,46,64,56,78,34,88,68,48,82,82,66,64,68,86,60,62,74,72,54,82,54,58,58,64,42,54,64,90,56,70,54,38,68,54,60,42,58,40,74,52,44,28,38,30,50,30,24,32,50,42,16,56,42,34,62,46,54,24,36,54,50,22,54,72,54,58,50,70,50,50,48,72,52,60,68,68,92,34,58,84,70,86,90,80,82,86,58,92,80,80,66,78,84,82,78,76,88,70,78,80,72,94,68,78,90,70,58,82,104,100,88,98,0,94,70,82,84,100,100,74,94,90,96,78,72,86,92,108,100,100,88,96,100,92,90,100,100,126,114,88,92,102,82,86,100,126,98,84,118,94,88,102,70,98,116,80,102,84,90,84,90,98,100,72,78,74,98,74,66,96,76,80,66,70,92,74,58,82,64,72,78,104,98,82,92,96,82,88,66,74,92,78,60,60,68,82,64,82,64,62,76,92,90,78,82,70,94,70,88,82,50,70,108,56,74,68,62,68,74,58,70,58,80,94,106,64,56,62,70,96,78,94,72,58,100,86,36,94,84,76,94,60,74,58,76,68,76,72,78,58,84,82,70,4,-6,6,2,-12,30,32,6,-6,-40,16,0,18,22,12,2,8,26,10,10,26,-10,18,32,-4,16,0,0,-4,6,-12,-50,-4,-8,-6,-6,-24,-12,4,-18,58,72,48,70,64,96,68,68,60,58,66,56,78,38,54,66,42,58,62,62,64,38,64,56,80,58,66,62,84,68,54,46,18,52,28,72,52,44,66,32,58,46,46,44,72,82,46,70,58,28,60,52,60,68,44,64,78,64,48,66,66,56,18,48,40,14,22,14,42,10,38,42,30,18,16,60,32,32,-4,16,-2,8,32,4,80,68,18,32,2,20,36,28,44,-20,2,16,12,24,0,0,24,34,50,14,10,8,18,26,10,32,52,26,38,28,18,54,56,54,42,38,48,38,40,62,30,26,38,26,30,48,16,50,20,44,48,28,30,40,30,52,30,58,38,24,8,24,16,24,32,12,36,20,44,36,42,56,54,50,44,58,40,32,52,44,52,46,40,44,52,16,30,44,44,32,18,58,22,40,52,58,52,50,42,70,44,38,50,-18,50,66,20,50,36,42,40,48,11
DOV,56,90,52,58,64,88,100,54,56,96,50,64,58,78,66,84,48,90,72,72,52,56,66,104,66,46,78,78,48,54,86,92,70,56,54,44,100,48,84,58,82,66,72,68,62,64,48,90,86,44,50,64,78,82,50,62,78,76,86,102,50,28,72,58,74,64,90,90,70,46,90,50,74,90,72,94,76,62,68,70,64,64,70,116,98,118,130,92,76,104,106,86,96,118,100,94,114,96,108,102,120,86,118,106,88,110,100,86,112,90,104,126,134,120,122,142,94,0,120,112,112,120,112,118,90,102,120,102,104,102,126,128,126,128,126,108,132,108,138,102,118,110,134,112,112,106,74,102,98,130,106,104,120,92,124,94,94,118,128,110,130,106,106,96,102,116,140,84,58,74,100,106,88,102,106,58,80,82,76,82,82,110,108,96,98,92,120,94,100,102,104,100,80,80,92,98,80,88,98,94,84,78,102,98,96,104,90,100,116,84,70,88,102,90,78,98,114,68,78,112,74,66,100,80,102,90,98,112,86,96,92,78,82,116,112,92,90,72,104,82,60,108,88,108,98,100,98,88,82,78,112,90,116,80,88,88,76,-2,2,-18,14,-30,-6,-10,8,-12,-30,10,-16,16,-6,-16,-26,2,8,-14,-8,-12,-24,20,4,-8,-10,-38,-30,-30,-28,-34,-66,-26,-24,-22,-22,-30,-24,-20,-26,60,58,38,66,60,70,62,98,56,74,56,74,82,52,84,68,72,72,80,66,52,58,58,68,90,38,62,90,90,60,46,22,26,60,42,90,58,56,74,36,38,70,46,64,56,82,60,66,50,32,54,44,66,52,48,48,66,70,62,80,66,62,4,24,26,-2,28,10,36,12,24,42,18,26,16,36,20,32,2,32,16,38,32,10,34,38,28,18,28,22,28,16,36,10,-6,20,52,18,0,10,8,14,40,2,14,8,20,26,34,20,40,26,24,44,28,66,54,56,60,58,48,30,12,56,12,8,32,34,38,50,44,42,22,28,52,40,16,32,24,40,42,34,40,20,4,40,8,24,50,20,22,18,44,38,32,38,52,40,30,50,44,46,18,42,22,40,18,50,48,32,32,60,46,30,42,56,30,48,24,28,50,34,42,46,40,42,26,38,46,52,22,48,44,44,36,34,11
HOG,46,60,52,54,54,92,38,46,50,84,58,56,80,90,36,74,52,62,56,54,62,32,54,66,62,68,66,54,46,64,70,66,50,36,58,48,56,52,74,54,66,56,50,52,66,72,70,76,78,52,50,54,72,62,38,80,56,90,66,80,56,40,80,60,88,66,90,58,72,62,84,70,70,84,60,96,64,66,50,58,90,58,86,124,68,110,116,88,84,88,88,78,80,90,96,90,106,90,64,88,116,76,104,86,84,94,70,96,102,96,92,82,108,112,94,122,70,120,0,86,94,94,92,96,96,76,116,90,90,120,110,108,90,126,100,100,116,106,82,84,100,116,90,102,78,92,74,92,92,130,88,98,114,100,98,94,114,120,96,110,108,102,102,124,82,86,126,76,52,72,86,84,92,66,74,52,92,90,66,60,66,86,64,80,52,82,76,72,96,54,58,78,68,68,46,78,72,62,76,68,68,64,64,62,68,68,62,78,80,74,72,66,74,96,98,102,74,74,58,82,50,58,48,90,74,58,96,72,64,100,74,82,88,70,106,104,64,54,66,64,56,82,86,76,70,54,82,54,92,62,60,82,94,82,64,68,48,-40,4,-14,-8,-36,0,-8,-4,-38,-40,0,-12,0,0,-30,-20,-8,18,-26,-12,-14,-18,6,-16,-28,-20,-42,-26,-40,-58,-66,-66,-42,-36,-20,-30,-28,-40,-28,-22,42,48,46,62,46,48,46,40,42,56,30,26,44,48,60,52,72,54,58,36,32,30,34,34,78,30,40,52,50,46,40,14,22,58,22,66,24,38,50,10,36,38,30,28,32,50,36,48,26,24,32,30,54,26,26,20,62,40,34,50,50,36,-18,28,18,-12,14,-2,16,-14,4,0,0,-16,12,36,24,20,-18,20,22,14,16,-4,30,40,30,24,4,-8,22,-6,22,-22,-24,-12,16,-10,10,-14,-20,-4,30,-12,-10,4,-4,10,-8,6,28,10,10,22,2,40,12,20,26,20,16,22,-4,24,-2,-10,10,-16,38,12,26,30,14,16,40,38,20,24,14,20,18,6,38,8,40,34,18,22,46,28,16,36,22,30,-18,30,38,18,26,36,26,24,32,6,30,28,36,10,32,28,44,50,26,24,36,50,8,36,22,40,52,24,46,14,40,8,40,50,40,28,10,2,42,24,12,36,1
HON,78,100,44,82,64,66,70,52,48,76,86,60,74,84,36,72,70,90,70,50,78,54,70,78,42,46,42,76,56,68,86,66,68,64,60,56,80,48,82,52,72,92,56,24,52,60,52,62,66,68,30,68,60,64,50,58,60,60,70,66,44,60,76,54,68,40,62,36,76,30,72,36,58,66,52,66,56,60,50,90,60,48,70,86,64,98,84,80,86,76,86,84,100,102,96,80,118,90,86,86,100,80,92,84,98,86,68,74,90,96,92,94,118,90,86,130,82,112,86,0,98,92,90,110,98,102,104,92,84,106,98,124,106,108,146,104,126,82,114,114,90,102,102,112,112,110,112,78,108,110,104,122,138,112,106,104,82,94,84,106,106,94,108,96,110,86,116,92,80,78,92,88,88,88,86,84,76,106,94,74,94,102,100,80,116,92,94,80,96,110,98,94,98,102,104,92,98,84,94,56,58,80,82,82,96,80,100,102,72,68,76,80,58,92,76,70,78,76,72,92,64,80,96,64,86,68,82,72,64,70,68,70,78,80,82,76,74,92,76,70,46,84,88,88,70,100,98,112,74,86,72,94,84,78,82,74,88,-8,8,-16,10,20,-2,10,16,8,-4,12,0,38,26,12,8,8,26,8,8,-10,-2,12,10,8,-16,8,0,-4,-18,-6,-32,-6,-4,28,-6,0,-20,-18,-16,56,76,62,62,68,74,60,76,44,80,70,72,84,76,104,68,86,74,64,74,66,66,88,88,110,68,102,116,78,80,76,88,64,92,70,94,78,82,86,76,88,84,64,82,68,102,78,100,70,70,100,86,84,90,82,96,108,86,82,116,84,68,18,44,44,30,34,30,52,34,48,68,40,34,32,34,26,36,32,42,20,50,26,26,38,54,22,20,42,18,14,24,44,18,16,66,40,30,16,20,20,58,22,12,36,44,40,56,44,68,52,48,34,36,62,84,72,74,80,62,64,46,54,56,54,38,52,54,78,78,36,68,66,54,50,54,48,68,46,62,50,66,26,38,12,46,14,44,52,22,10,50,44,20,36,42,50,70,36,52,66,50,42,20,62,56,34,54,56,54,40,54,66,26,52,82,64,42,68,38,52,40,60,46,66,56,58,54,62,70,60,44,66,78,64,48,2
GM,76,56,22,78,72,44,68,62,42,50,58,48,70,86,44,46,42,70,84,54,48,48,50,76,62,50,68,82,46,56,76,50,64,36,74,64,68,48,62,48,48,64,96,74,52,80,46,64,56,66,46,74,76,88,52,58,48,68,80,104,78,50,62,90,60,24,92,44,72,50,102,48,84,54,76,88,70,50,58,60,76,44,94,114,72,118,112,82,68,72,96,68,74,88,90,54,110,86,76,106,116,64,90,92,92,122,74,88,96,70,88,66,112,150,106,120,84,112,94,98,0,118,106,122,122,72,122,104,108,106,102,112,98,116,116,92,120,154,78,80,100,100,104,84,92,112,104,110,102,122,94,92,106,120,100,78,110,134,90,102,110,92,116,120,84,106,122,104,60,64,80,76,70,60,72,56,54,96,84,64,90,78,68,70,68,88,60,70,74,86,64,96,66,80,70,90,90,84,90,112,64,72,72,86,80,106,74,72,104,82,88,66,88,86,90,106,90,86,80,94,78,96,78,90,118,90,102,72,74,120,66,94,104,90,102,94,82,90,102,114,80,106,84,120,72,70,92,56,82,86,88,86,72,94,96,58,100,-16,-10,-26,-16,-38,-10,12,-24,-14,-34,-24,-22,2,-8,-18,-16,-10,6,-36,-38,-22,-26,-24,12,-20,-62,-40,-50,-22,-58,-64,-72,-48,-46,-48,-52,-48,-62,-44,-40,44,68,74,54,64,56,48,56,58,66,58,36,44,50,66,62,62,60,46,54,50,50,56,68,76,54,78,62,76,64,68,42,62,56,48,94,48,50,60,44,64,62,58,56,64,70,38,64,40,46,68,42,52,48,66,40,72,36,34,74,58,26,-24,8,28,-6,-6,-12,-6,-24,0,8,8,-18,-8,18,-4,4,18,10,-18,12,10,-4,24,10,22,16,14,-30,20,18,10,-50,-28,12,32,-18,-14,-4,2,26,6,0,10,0,-8,0,22,-16,26,22,28,30,30,28,14,48,32,32,26,14,28,14,28,18,24,30,48,50,6,42,24,20,38,36,20,34,36,32,10,32,32,14,26,30,30,50,36,18,50,20,28,40,4,38,38,50,14,40,46,22,40,36,32,18,12,-2,48,20,32,28,46,46,54,48,24,44,34,18,56,32,38,14,16,28,20,50,60,66,34,36,34,32,58,18,2
IPGP,62,78,60,46,52,64,60,42,46,78,62,62,82,94,38,52,40,76,68,52,52,48,38,74,66,56,66,82,58,32,38,48,62,26,66,44,54,48,68,42,60,44,80,80,76,76,48,74,66,64,48,56,94,66,44,62,52,72,88,100,48,44,80,66,98,52,90,40,88,62,86,70,64,62,44,90,66,48,76,98,90,50,78,114,78,90,102,76,68,72,90,78,88,90,88,74,98,98,100,94,106,102,94,84,88,106,72,96,88,70,90,88,120,132,118,114,100,120,94,92,118,0,106,110,122,116,104,102,96,114,112,120,96,120,98,92,126,124,106,98,94,126,124,72,98,142,78,106,100,126,110,104,120,112,124,86,106,126,112,122,102,102,106,112,70,90,120,88,74,86,62,78,74,76,70,70,62,60,64,78,78,90,84,68,78,80,92,76,84,74,66,74,68,72,80,102,76,108,86,120,64,78,92,78,78,100,74,88,100,94,84,80,100,86,76,90,94,80,86,94,66,74,94,88,106,94,102,80,90,104,100,70,96,104,92,84,86,84,116,86,68,126,120,104,74,82,92,62,44,62,88,82,92,78,82,68,86,-16,-10,-18,-38,-22,16,8,-10,-16,-32,-4,-6,12,0,-10,6,2,18,0,-10,10,8,20,32,-4,-26,-8,-38,-20,-26,-28,-74,-20,-12,-26,-38,-40,-22,-12,-24,44,74,60,66,54,62,54,54,56,56,48,54,82,28,32,52,44,44,54,54,36,38,56,44,70,58,46,66,82,44,38,12,34,52,30,70,24,24,46,42,32,54,42,48,56,58,10,54,26,28,60,36,62,16,28,52,82,62,38,44,42,28,-12,36,36,4,-2,12,24,0,6,38,18,-10,12,12,38,6,-2,20,-4,46,-8,22,42,26,40,34,12,-10,40,8,12,-22,-14,-4,12,-2,-28,-22,4,8,32,-6,6,12,16,14,26,-22,20,10,16,32,8,26,10,36,32,42,28,18,24,36,12,-4,28,16,26,32,26,26,12,44,20,36,12,18,2,28,22,10,50,20,10,36,0,34,44,12,44,34,16,36,-4,18,40,24,14,58,36,26,-2,44,24,20,14,14,28,16,28,32,36,22,62,50,0,30,38,14,20,34,38,4,34,-6,22,24,54,36,14,30,42,32,40,20,9
HPE,58,64,44,82,70,60,44,82,50,64,60,62,82,86,80,44,60,74,72,50,58,68,70,64,66,82,64,56,38,62,90,66,74,66,74,38,62,58,56,56,66,58,58,44,48,46,40,54,58,42,38,38,56,40,46,48,40,46,54,68,56,42,62,64,70,28,74,62,72,38,66,54,86,82,26,78,86,60,48,72,98,30,100,112,96,92,102,88,86,106,84,76,98,98,88,90,100,104,86,98,100,88,98,98,104,120,80,106,104,84,80,106,116,120,102,96,100,112,92,90,106,106,0,120,106,100,112,100,120,88,86,112,108,118,106,104,106,100,116,108,98,108,108,108,94,104,100,80,106,116,120,82,100,102,96,100,94,106,102,94,130,94,114,100,106,86,114,124,68,84,82,66,74,66,96,72,62,108,76,64,98,70,66,74,96,86,76,78,108,86,70,76,78,62,94,100,54,58,94,92,60,82,54,68,96,86,90,64,94,80,86,66,98,98,78,90,80,88,86,68,70,74,72,74,118,66,102,52,92,80,88,66,106,94,96,96,84,74,110,114,84,108,106,96,78,80,88,76,94,70,76,132,104,76,92,66,80,-2,0,-26,-14,-32,0,10,10,-28,-36,-10,-26,20,-22,-16,-12,-22,26,-28,-16,-4,-36,-8,4,-36,-36,-22,-40,-20,-40,-46,-70,-34,-34,-42,-38,-58,-44,-28,-46,34,86,58,46,64,70,50,52,58,66,30,50,58,34,76,56,76,56,46,26,34,22,46,58,60,52,70,64,108,64,54,40,24,40,56,82,32,24,54,24,54,72,44,58,64,90,68,62,52,38,42,48,44,56,46,54,82,52,60,74,54,48,4,32,20,-6,6,8,8,8,14,30,4,18,22,24,32,34,4,6,6,28,34,16,46,46,18,24,10,-8,6,14,26,-32,-38,20,18,-2,-10,-14,-10,6,22,-2,-4,-2,18,26,0,12,22,16,32,14,-4,30,24,16,20,20,34,4,22,54,18,10,42,30,52,46,32,32,22,50,46,44,40,34,26,40,20,26,32,26,16,42,32,22,8,8,18,28,66,34,24,28,16,32,10,38,20,28,14,30,44,28,12,38,36,28,40,32,30,46,28,52,34,66,44,20,46,52,42,52,6,18,38,28,40,54,24,24,38,28,52,30,7
